idmanzana,ubigeo,distrito,codzona,codmzna,n_hogar,n_pob,estrato,estrato_label
07010101100040D,070101,CALLAO,011,040,83,250,1,bajo
070101022000030,070101,CALLAO,022,003,57,182,5,alto
070101027000150,070101,CALLAO,027,015,66,227,2,medio bajo
070101027000200,070101,CALLAO,027,020,46,184,2,medio bajo
07010102700021A,070101,CALLAO,027,021,41,157,2,medio bajo
07010102700021B,070101,CALLAO,027,021,3,9,2,medio bajo
070101027000160,070101,CALLAO,027,016,62,234,2,medio bajo
07010102700001A,070101,CALLAO,027,001,1,1,2,medio bajo
070101022000180,070101,CALLAO,022,018,76,259,5,alto
070101012000140,070101,CALLAO,012,014,29,98,2,medio bajo
070101027000170,070101,CALLAO,027,017,26,108,2,medio bajo
070101027000190,070101,CALLAO,027,019,53,216,2,medio bajo
070101012000250,070101,CALLAO,012,025,31,114,2,medio bajo
070101012000270,070101,CALLAO,012,027,13,50,2,medio bajo
070101012000260,070101,CALLAO,012,026,25,97,2,medio bajo
070101012000280,070101,CALLAO,012,028,49,169,2,medio bajo
07010101200036B,070101,CALLAO,012,036,21,92,2,medio bajo
070101012000340,070101,CALLAO,012,034,36,149,2,medio bajo
070101012000330,070101,CALLAO,012,033,29,91,2,medio bajo
070101012000360,070101,CALLAO,012,036,11,36,2,medio bajo
07010101200023A,070101,CALLAO,012,023,3,4,2,medio bajo
070101012000620,070101,CALLAO,012,062,26,99,2,medio bajo
070101012000290,070101,CALLAO,012,029,57,218,2,medio bajo
070101012000420,070101,CALLAO,012,042,3,5,2,medio bajo
070101012000320,070101,CALLAO,012,032,20,64,2,medio bajo
070101012000440,070101,CALLAO,012,044,34,122,2,medio bajo
07010101200036A,070101,CALLAO,012,036,12,48,2,medio bajo
070101012000350,070101,CALLAO,012,035,15,55,2,medio bajo
070101019000370,070101,CALLAO,019,037,47,166,4,medio alto
070101012000400,070101,CALLAO,012,040,34,130,2,medio bajo
070101012000460,070101,CALLAO,012,046,37,159,2,medio bajo
070101012000480,070101,CALLAO,012,048,21,99,2,medio bajo
070101012000530,070101,CALLAO,012,053,27,105,2,medio bajo
070101012000070,070101,CALLAO,012,007,33,123,2,medio bajo
070101012000550,070101,CALLAO,012,055,18,59,2,medio bajo
070101012000570,070101,CALLAO,012,057,26,105,2,medio bajo
070101012000390,070101,CALLAO,012,039,33,132,2,medio bajo
070101012000130,070101,CALLAO,012,013,9,24,2,medio bajo
070101012000470,070101,CALLAO,012,047,22,99,2,medio bajo
070101012000540,070101,CALLAO,012,054,25,99,2,medio bajo
070101012000490,070101,CALLAO,012,049,21,83,2,medio bajo
070101012000560,070101,CALLAO,012,056,35,104,2,medio bajo
070101024000010,070101,CALLAO,024,001,44,135,4,medio alto
070101022000020,070101,CALLAO,022,002,70,232,5,alto
070101012000520,070101,CALLAO,012,052,44,181,2,medio bajo
07010101200050C,070101,CALLAO,012,050,60,199,1,bajo
070101012000510,070101,CALLAO,012,051,13,58,1,bajo
070101012000500,070101,CALLAO,012,050,15,64,2,medio bajo
07010101200052C,070101,CALLAO,012,052,14,57,1,bajo
07010101200051A,070101,CALLAO,012,051,40,146,1,bajo
07010101200050B,070101,CALLAO,012,050,39,144,1,bajo
07010101200052A,070101,CALLAO,012,052,21,84,2,medio bajo
07010101200060A,070101,CALLAO,012,060,12,46,2,medio bajo
07010101200050D,070101,CALLAO,012,050,54,200,1,bajo
070101028000340,070101,CALLAO,028,034,62,180,4,medio alto
07010101200015A,070101,CALLAO,012,015,5,10,2,medio bajo
070101012000450,070101,CALLAO,012,045,31,127,2,medio bajo
070101028000330,070101,CALLAO,028,033,84,342,4,medio alto
070101028000260,070101,CALLAO,028,026,70,243,4,medio alto
070101012000590,070101,CALLAO,012,059,45,172,2,medio bajo
07010101200008D,070101,CALLAO,012,008,41,142,2,medio bajo
07010101200010D,070101,CALLAO,012,010,23,90,2,medio bajo
070101012000580,070101,CALLAO,012,058,31,113,2,medio bajo
070101024000190,070101,CALLAO,024,019,52,194,4,medio alto
070101012000690,070101,CALLAO,012,069,29,109,1,bajo
07010101200050F,070101,CALLAO,012,050,39,137,1,bajo
070101024000180,070101,CALLAO,024,018,72,218,4,medio alto
07010101200050G,070101,CALLAO,012,050,49,176,1,bajo
070101024000200,070101,CALLAO,024,020,37,143,4,medio alto
070101012000730,070101,CALLAO,012,073,23,75,1,bajo
070101022000190,070101,CALLAO,022,019,30,103,5,alto
070101022000160,070101,CALLAO,022,016,51,162,5,alto
070101022000170,070101,CALLAO,022,017,58,173,5,alto
070101023000140,070101,CALLAO,023,014,116,363,4,medio alto
070101023000010,070101,CALLAO,023,001,88,240,4,medio alto
070101023000460,070101,CALLAO,023,046,20,94,4,medio alto
070101023000160,070101,CALLAO,023,016,58,187,4,medio alto
070101023000150,070101,CALLAO,023,015,133,419,4,medio alto
070101024000150,070101,CALLAO,024,015,69,230,4,medio alto
070101023000170,070101,CALLAO,023,017,144,423,4,medio alto
070101023000020,070101,CALLAO,023,002,67,194,4,medio alto
070101024000140,070101,CALLAO,024,014,37,140,4,medio alto
07010101200063A,070101,CALLAO,012,063,30,93,2,medio bajo
070101012000660,070101,CALLAO,012,066,26,86,1,bajo
07010101200064A,070101,CALLAO,012,064,58,246,2,medio bajo
07010101200052M,070101,CALLAO,012,052,9,38,1,bajo
070101014000250,070101,CALLAO,014,025,37,137,3,medio
070101014000090,070101,CALLAO,014,009,38,155,3,medio
070101012000710,070101,CALLAO,012,071,37,143,1,bajo
070101012000680,070101,CALLAO,012,068,23,107,1,bajo
070101014000240,070101,CALLAO,014,024,59,265,3,medio
070101014000100,070101,CALLAO,014,010,37,141,3,medio
070101014000260,070101,CALLAO,014,026,32,111,3,medio
070101014000110,070101,CALLAO,014,011,48,168,3,medio
070101024000170,070101,CALLAO,024,017,40,132,4,medio alto
070101014000210,070101,CALLAO,014,021,22,79,3,medio
070101012000670,070101,CALLAO,012,067,16,59,1,bajo
070101014000230,070101,CALLAO,014,023,47,172,3,medio
070101012000700,070101,CALLAO,012,070,20,78,1,bajo
070101027000050,070101,CALLAO,027,005,52,179,2,medio bajo
070101014000220,070101,CALLAO,014,022,38,151,3,medio
070101012000650,070101,CALLAO,012,065,45,175,1,bajo
070101028000350,070101,CALLAO,028,035,59,245,4,medio alto
070101027000120,070101,CALLAO,027,012,98,386,2,medio bajo
070101027000040,070101,CALLAO,027,004,72,294,2,medio bajo
070101022000090,070101,CALLAO,022,009,43,140,5,alto
070101014000350,070101,CALLAO,014,035,39,148,3,medio
070101022000100,070101,CALLAO,022,010,52,171,5,alto
070101022000120,070101,CALLAO,022,012,22,59,5,alto
070101024000020,070101,CALLAO,024,002,32,128,4,medio alto
070101024000030,070101,CALLAO,024,003,52,165,4,medio alto
070101014000360,070101,CALLAO,014,036,53,206,3,medio
07010102400011A,070101,CALLAO,024,011,11,11,4,medio alto
070101022000140,070101,CALLAO,022,014,37,122,5,alto
070101023000450,070101,CALLAO,023,045,51,194,4,medio alto
070101022000080,070101,CALLAO,022,008,19,66,5,alto
070101022000060,070101,CALLAO,022,006,78,280,5,alto
070101012000720,070101,CALLAO,012,072,16,53,1,bajo
070101027000010,070101,CALLAO,027,001,36,143,2,medio bajo
070101027000020,070101,CALLAO,027,002,68,254,2,medio bajo
070101023000030,070101,CALLAO,023,003,52,170,4,medio alto
070101023000110,070101,CALLAO,023,011,53,224,4,medio alto
070101023000100,070101,CALLAO,023,010,79,232,4,medio alto
07010102300013B,070101,CALLAO,023,013,2,14,4,medio alto
070101027000030,070101,CALLAO,027,003,29,110,2,medio bajo
070101023000050,070101,CALLAO,023,005,75,265,4,medio alto
070101023000040,070101,CALLAO,023,004,44,151,4,medio alto
070101014000080,070101,CALLAO,014,008,35,145,3,medio
070101022000050,070101,CALLAO,022,005,64,223,5,alto
070101023000220,070101,CALLAO,023,022,69,222,4,medio alto
070101022000330,070101,CALLAO,022,033,72,266,4,medio alto
070101022000250,070101,CALLAO,022,025,75,279,4,medio alto
070101022000270,070101,CALLAO,022,027,5,7,4,medio alto
070101022000370,070101,CALLAO,022,037,64,236,4,medio alto
070101023000070,070101,CALLAO,023,007,68,201,4,medio alto
070101023000080,070101,CALLAO,023,008,103,328,4,medio alto
070101023000230,070101,CALLAO,023,023,77,254,4,medio alto
070101022000240,070101,CALLAO,022,024,101,305,4,medio alto
070101022000340,070101,CALLAO,022,034,54,194,4,medio alto
070101023000120,070101,CALLAO,023,012,93,353,4,medio alto
070101014000410,070101,CALLAO,014,041,43,140,3,medio
070101014000380,070101,CALLAO,014,038,19,75,3,medio
070101014000400,070101,CALLAO,014,040,11,36,3,medio
070101014000390,070101,CALLAO,014,039,19,82,3,medio
070101023000090,070101,CALLAO,023,009,64,218,4,medio alto
070101014000040,070101,CALLAO,014,004,40,159,3,medio
070101014000070,070101,CALLAO,014,007,35,127,3,medio
070101014000030,070101,CALLAO,014,003,37,124,3,medio
070101014000020,070101,CALLAO,014,002,52,216,3,medio
070101014000050,070101,CALLAO,014,005,49,163,3,medio
070101014000320,070101,CALLAO,014,032,35,157,3,medio
070101014000500,070101,CALLAO,014,050,32,118,3,medio
070101014000160,070101,CALLAO,014,016,38,158,3,medio
070101014000290,070101,CALLAO,014,029,19,67,3,medio
070101014000270,070101,CALLAO,014,027,41,172,3,medio
070101014000420,070101,CALLAO,014,042,48,190,3,medio
070101014000430,070101,CALLAO,014,043,44,143,3,medio
070101014000310,070101,CALLAO,014,031,21,83,3,medio
070101014000170,070101,CALLAO,014,017,31,130,3,medio
070101014000190,070101,CALLAO,014,019,70,251,3,medio
070101014000460,070101,CALLAO,014,046,22,109,3,medio
070101014000490,070101,CALLAO,014,049,23,55,3,medio
07010101400047A,070101,CALLAO,014,047,37,126,3,medio
07010101400050A,070101,CALLAO,014,050,31,110,3,medio
070101014000150,070101,CALLAO,014,015,90,302,3,medio
070101014000450,070101,CALLAO,014,045,17,70,3,medio
070101014000120,070101,CALLAO,014,012,38,128,3,medio
070101014000180,070101,CALLAO,014,018,61,232,3,medio
070101014000300,070101,CALLAO,014,030,49,193,3,medio
070101014000130,070101,CALLAO,014,013,34,117,3,medio
070101014000280,070101,CALLAO,014,028,29,105,3,medio
070101037000080,070101,CALLAO,037,008,44,139,3,medio
070101037000070,070101,CALLAO,037,007,25,87,3,medio
07010101400058E,070101,CALLAO,014,058,27,92,3,medio
070101037000090,070101,CALLAO,037,009,34,137,3,medio
070101022000280,070101,CALLAO,022,028,72,244,4,medio alto
07010103700023A,070101,CALLAO,037,023,18,62,3,medio
070101037000010,070101,CALLAO,037,001,10,48,3,medio
07010103700012A,070101,CALLAO,037,012,9,29,3,medio
070101037000160,070101,CALLAO,037,016,16,59,3,medio
070101037000170,070101,CALLAO,037,017,12,51,3,medio
070101037000020,070101,CALLAO,037,002,27,103,3,medio
070101014000370,070101,CALLAO,014,037,42,159,3,medio
070101014000010,070101,CALLAO,014,001,69,226,3,medio
070101014000440,070101,CALLAO,014,044,15,60,3,medio
070101037000050,070101,CALLAO,037,005,29,107,3,medio
070101014000470,070101,CALLAO,014,047,18,68,3,medio
07010101400054A,070101,CALLAO,014,054,3,10,3,medio
070101026000360,070101,CALLAO,026,036,45,151,2,medio bajo
070101026000370,070101,CALLAO,026,037,33,110,2,medio bajo
070101026000390,070101,CALLAO,026,039,99,365,2,medio bajo
070101023000210,070101,CALLAO,023,021,34,133,4,medio alto
070101023000200,070101,CALLAO,023,020,51,164,4,medio alto
07010102800037A,070101,CALLAO,028,037,1,1,4,medio alto
070101037000030,070101,CALLAO,037,003,28,102,3,medio
070101037000040,070101,CALLAO,037,004,30,118,3,medio
070101037000190,070101,CALLAO,037,019,16,49,3,medio
070101037000210,070101,CALLAO,037,021,14,42,3,medio
070101037000240,070101,CALLAO,037,024,72,239,3,medio
070101037000200,070101,CALLAO,037,020,25,104,3,medio
070101037000400,070101,CALLAO,037,040,52,166,3,medio
070101037000260,070101,CALLAO,037,026,114,416,3,medio
070101037000220,070101,CALLAO,037,022,15,60,3,medio
070101037000300,070101,CALLAO,037,030,9,23,3,medio
070101037000290,070101,CALLAO,037,029,7,31,3,medio
070101037000310,070101,CALLAO,037,031,10,42,3,medio
070101037000280,070101,CALLAO,037,028,7,35,3,medio
070101024000050,070101,CALLAO,024,005,16,61,4,medio alto
070101037000060,070101,CALLAO,037,006,35,119,3,medio
070101026000420,070101,CALLAO,026,042,95,361,2,medio bajo
070101027000110,070101,CALLAO,027,011,73,307,2,medio bajo
070101024000060,070101,CALLAO,024,006,22,68,4,medio alto
070101026000010,070101,CALLAO,026,001,61,252,2,medio bajo
070101026000410,070101,CALLAO,026,041,81,323,2,medio bajo
070101026000400,070101,CALLAO,026,040,77,311,2,medio bajo
070101037000100,070101,CALLAO,037,010,22,90,3,medio
070101026000110,070101,CALLAO,026,011,76,238,2,medio bajo
070101037000150,070101,CALLAO,037,015,9,24,3,medio
070101037000360,070101,CALLAO,037,036,8,27,3,medio
070101037000330,070101,CALLAO,037,033,11,45,3,medio
070101037000430,070101,CALLAO,037,043,19,81,3,medio
070101025000390,070101,CALLAO,025,039,29,130,3,medio
070101024000250,070101,CALLAO,024,025,21,75,4,medio alto
070101037000500,070101,CALLAO,037,050,63,264,3,medio
070101037000420,070101,CALLAO,037,042,14,55,3,medio
070101037000390,070101,CALLAO,037,039,9,29,3,medio
070101037000380,070101,CALLAO,037,038,8,30,3,medio
070101037000320,070101,CALLAO,037,032,6,16,3,medio
070101025000380,070101,CALLAO,025,038,56,234,2,medio bajo
070101022000320,070101,CALLAO,022,032,90,297,4,medio alto
070101025000040,070101,CALLAO,025,004,17,61,4,medio alto
070101024000070,070101,CALLAO,024,007,38,135,4,medio alto
070101037000340,070101,CALLAO,037,034,10,31,3,medio
070101025000060,070101,CALLAO,025,006,10,39,4,medio alto
070101037000410,070101,CALLAO,037,041,51,227,3,medio
070101025000400,070101,CALLAO,025,040,48,197,3,medio
070101028000020,070101,CALLAO,028,002,32,131,2,medio bajo
070101037000490,070101,CALLAO,037,049,29,109,3,medio
070101025000020,070101,CALLAO,025,002,43,170,4,medio alto
070101037000510,070101,CALLAO,037,051,34,121,3,medio
070101026000020,070101,CALLAO,026,002,42,135,2,medio bajo
070101026000050,070101,CALLAO,026,005,46,183,2,medio bajo
070101025000320,070101,CALLAO,025,032,57,214,2,medio bajo
070101025000120,070101,CALLAO,025,012,63,276,2,medio bajo
070101025000070,070101,CALLAO,025,007,17,73,4,medio alto
070101022000360,070101,CALLAO,022,036,113,412,4,medio alto
070101023000370,070101,CALLAO,023,037,26,77,4,medio alto
070101025000330,070101,CALLAO,025,033,72,241,2,medio bajo
070101025000050,070101,CALLAO,025,005,74,264,4,medio alto
070101022000300,070101,CALLAO,022,030,53,176,4,medio alto
070101022000310,070101,CALLAO,022,031,70,267,4,medio alto
070101027000090,070101,CALLAO,027,009,34,128,2,medio bajo
070101037000250,070101,CALLAO,037,025,37,113,3,medio
070101023000360,070101,CALLAO,023,036,50,156,4,medio alto
070101025000010,070101,CALLAO,025,001,51,173,4,medio alto
070101023000190,070101,CALLAO,023,019,2,11,4,medio alto
070101024000040,070101,CALLAO,024,004,4,11,4,medio alto
070101004010010,070101,CALLAO,004,001,10,34,2,medio bajo
070101004010030,070101,CALLAO,004,003,16,66,2,medio bajo
070101037000470,070101,CALLAO,037,047,15,66,3,medio
07010100401024A,070101,CALLAO,004,024,22,91,2,medio bajo
070101004010220,070101,CALLAO,004,022,11,48,2,medio bajo
070101004010190,070101,CALLAO,004,019,16,80,3,medio
07010100401011F,070101,CALLAO,004,011,24,89,2,medio bajo
070101004010210,070101,CALLAO,004,021,9,28,3,medio
070101037000460,070101,CALLAO,037,046,15,63,3,medio
07010100401011A,070101,CALLAO,004,011,20,87,2,medio bajo
07010100401003A,070101,CALLAO,004,003,1,4,2,medio bajo
070101004010070,070101,CALLAO,004,007,8,34,2,medio bajo
070101004010100,070101,CALLAO,004,010,7,32,2,medio bajo
07010100401004C,070101,CALLAO,004,004,1,4,2,medio bajo
070101004010080,070101,CALLAO,004,008,17,54,2,medio bajo
070101004010200,070101,CALLAO,004,020,19,69,3,medio
07010100401002B,070101,CALLAO,004,002,5,20,2,medio bajo
07010100401023C,070101,CALLAO,004,023,15,85,2,medio bajo
07010100401016F,070101,CALLAO,004,016,4,19,3,medio
07010100401012A,070101,CALLAO,004,012,14,49,2,medio bajo
07010100401014A,070101,CALLAO,004,014,26,105,3,medio
070101004010050,070101,CALLAO,004,005,21,85,2,medio bajo
070101004010130,070101,CALLAO,004,013,10,46,3,medio
07010100401002A,070101,CALLAO,004,002,8,38,2,medio bajo
07010100401018C,070101,CALLAO,004,018,13,51,3,medio
07010100401028C,070101,CALLAO,004,028,23,58,2,medio bajo
07010100401017C,070101,CALLAO,004,017,4,13,3,medio
07010100401004A,070101,CALLAO,004,004,3,11,2,medio bajo
07010100401004B,070101,CALLAO,004,004,8,26,2,medio bajo
07010100401010A,070101,CALLAO,004,010,11,43,2,medio bajo
07010100401006C,070101,CALLAO,004,006,9,35,2,medio bajo
070101004010090,070101,CALLAO,004,009,22,92,2,medio bajo
07010100401017B,070101,CALLAO,004,017,3,13,3,medio
07010100401026A,070101,CALLAO,004,026,25,126,2,medio bajo
07010100401015A,070101,CALLAO,004,015,12,46,3,medio
07010100401027B,070101,CALLAO,004,027,13,60,2,medio bajo
07010100401016C,070101,CALLAO,004,016,6,43,3,medio
07010100401017A,070101,CALLAO,004,017,9,38,3,medio
07010100401016D,070101,CALLAO,004,016,8,47,3,medio
07010100401016E,070101,CALLAO,004,016,3,7,3,medio
070101027000070,070101,CALLAO,027,007,58,232,2,medio bajo
070101023000350,070101,CALLAO,023,035,25,80,4,medio alto
070101023000340,070101,CALLAO,023,034,15,69,4,medio alto
070101023000380,070101,CALLAO,023,038,33,146,4,medio alto
070101037000270,070101,CALLAO,037,027,8,41,3,medio
07010100401012B,070101,CALLAO,004,012,31,142,2,medio bajo
07010100401010D,070101,CALLAO,004,010,7,33,2,medio bajo
07010100401010C,070101,CALLAO,004,010,2,5,2,medio bajo
070101027000060,070101,CALLAO,027,006,61,245,2,medio bajo
07010100401011C,070101,CALLAO,004,011,6,37,2,medio bajo
070101002000020,070101,CALLAO,002,002,9,30,3,medio
070101002000110,070101,CALLAO,002,011,44,199,3,medio
07010100401011D,070101,CALLAO,004,011,3,11,2,medio bajo
070101027000130,070101,CALLAO,027,013,102,387,2,medio bajo
070101025000340,070101,CALLAO,025,034,33,103,2,medio bajo
07010100401011E,070101,CALLAO,004,011,8,33,2,medio bajo
070101025000360,070101,CALLAO,025,036,47,231,3,medio
070101027000430,070101,CALLAO,027,043,47,185,2,medio bajo
07010100200003B,070101,CALLAO,002,003,4,21,3,medio
070101027000420,070101,CALLAO,027,042,43,172,2,medio bajo
070101002000120,070101,CALLAO,002,012,53,220,3,medio
070101027000230,070101,CALLAO,027,023,48,188,2,medio bajo
070101002000070,070101,CALLAO,002,007,34,151,3,medio
070101027000140,070101,CALLAO,027,014,82,317,2,medio bajo
07010100200003A,070101,CALLAO,002,003,14,46,3,medio
070101037000370,070101,CALLAO,037,037,13,47,3,medio
070101027000100,070101,CALLAO,027,010,38,170,2,medio bajo
070101002000010,070101,CALLAO,002,001,14,44,3,medio
070101027000240,070101,CALLAO,027,024,52,165,2,medio bajo
070101027000440,070101,CALLAO,027,044,42,130,2,medio bajo
070101027000460,070101,CALLAO,027,046,26,121,2,medio bajo
070101027000450,070101,CALLAO,027,045,39,136,2,medio bajo
070101027000410,070101,CALLAO,027,041,23,51,2,medio bajo
070101037000480,070101,CALLAO,037,048,16,57,3,medio
070101024000100,070101,CALLAO,024,010,12,42,4,medio alto
070101024000080,070101,CALLAO,024,008,42,144,4,medio alto
070101026000060,070101,CALLAO,026,006,64,331,2,medio bajo
070101025000090,070101,CALLAO,025,009,39,135,2,medio bajo
070101027000340,070101,CALLAO,027,034,59,207,2,medio bajo
070101026000070,070101,CALLAO,026,007,55,194,2,medio bajo
070101026000340,070101,CALLAO,026,034,51,185,2,medio bajo
070101027000600,070101,CALLAO,027,060,77,260,2,medio bajo
070101023000260,070101,CALLAO,023,026,51,216,4,medio alto
070101023000270,070101,CALLAO,023,027,17,72,4,medio alto
070101028000110,070101,CALLAO,028,011,39,146,2,medio bajo
070101023000250,070101,CALLAO,023,025,3,17,4,medio alto
070101026000100,070101,CALLAO,026,010,47,171,2,medio bajo
070101026000090,070101,CALLAO,026,009,39,129,2,medio bajo
070101028000560,070101,CALLAO,028,056,61,274,4,medio alto
070101023000240,070101,CALLAO,023,024,22,80,4,medio alto
070101023000400,070101,CALLAO,023,040,5,19,4,medio alto
070101023000390,070101,CALLAO,023,039,23,94,4,medio alto
